Entity,Code,Year,Gas - Proved reserves
Nigeria,NGA,1983,1301500000000
Nigeria,NGA,1984,1287250000000
Nigeria,NGA,1985,1273000000000
Nigeria,NGA,1986,2280000000000
Nigeria,NGA,1987,2286650000000
Nigeria,NGA,1988,2352200000000
Nigeria,NGA,1989,2690400000000
Nigeria,NGA,1990,2698000000000
Nigeria,NGA,1991,3230000000000
Nigeria,NGA,1992,3530390000000
Nigeria,NGA,1993,3498850000000
Nigeria,NGA,1994,3277500000000
Nigeria,NGA,1995,3300300000000
Nigeria,NGA,1996,3301250000000
Nigeria,NGA,1997,3308850000000
Nigeria,NGA,1998,3336400000000
Nigeria,NGA,1999,3336400000000
Nigeria,NGA,2000,3900700000000
Nigeria,NGA,2001,4401065000000
Nigeria,NGA,2002,4747435000000
Nigeria,NGA,2003,4928625000000
Nigeria,NGA,2004,4967455000000
Nigeria,NGA,2005,4894210000000
Nigeria,NGA,2006,4946650000000
Nigeria,NGA,2007,5027400000000
Nigeria,NGA,2008,5027400000000
Nigeria,NGA,2009,5027400000000
Nigeria,NGA,2010,4918691600000
Nigeria,NGA,2011,4916808000000
Nigeria,NGA,2012,4862461000000
Nigeria,NGA,2013,4851699400000
Nigeria,NGA,2014,5057788400000
Nigeria,NGA,2015,5020064000000
Nigeria,NGA,2016,5201444000000
Nigeria,NGA,2017,5345526700000
Nigeria,NGA,2018,5391247300000
Nigeria,NGA,2019,5472979500000
Nigeria,NGA,2020,5472979500000
Non-OECD (BP),,1980,56820023000000
Non-OECD (BP),,1981,58906242000000
Non-OECD (BP),,1982,61202698000000
Non-OECD (BP),,1983,62503395000000
Non-OECD (BP),,1984,65223320000000
Non-OECD (BP),,1985,67498660000000
Non-OECD (BP),,1986,73412315000000
Non-OECD (BP),,1987,75234920000000
Non-OECD (BP),,1988,79303460000000
Non-OECD (BP),,1989,90115060000000
Non-OECD (BP),,1990,93035545000000
Non-OECD (BP),,1991,99356680000000
Non-OECD (BP),,1992,101932920000000
Non-OECD (BP),,1993,103679650000000
Non-OECD (BP),,1994,104594630000000
Non-OECD (BP),,1995,104852875000000
Non-OECD (BP),,1996,107961400000000
Non-OECD (BP),,1997,110999300000000
Non-OECD (BP),,1998,115281876000000
Non-OECD (BP),,1999,118544360000000
Non-OECD (BP),,2000,124421060000000
Non-OECD (BP),,2001,137555950000000
Non-OECD (BP),,2002,139570200000000
Non-OECD (BP),,2003,140244720000000
Non-OECD (BP),,2004,140839230000000
Non-OECD (BP),,2005,139045850000000
Non-OECD (BP),,2006,140971740000000
Non-OECD (BP),,2007,147897930000000
Non-OECD (BP),,2008,150189940000000
Non-OECD (BP),,2009,152637440000000
Non-OECD (BP),,2010,162359180000000
Non-OECD (BP),,2011,163691280000000
Non-OECD (BP),,2012,163433650000000
Non-OECD (BP),,2013,163222120000000
Non-OECD (BP),,2014,165052030000000
Non-OECD (BP),,2015,164732010000000
Non-OECD (BP),,2016,167033110000000
Non-OECD (BP),,2017,167973920000000
Non-OECD (BP),,2018,168879840000000
Non-OECD (BP),,2019,170261060000000
Non-OECD (BP),,2020,167794080000000
North America,,1980,9896732000000
North America,,1981,10380658000000
North America,,1982,10396197000000
North America,,1983,10412599000000
North America,,1984,10513590000000
North America,,1985,10379189000000
North America,,1986,10265520000000
North America,,1987,10063049000000
North America,,1988,9472624000000
North America,,1989,9501631000000
North America,,1990,9487993000000
North America,,1991,9383166000000
North America,,1992,9259415000000
North America,,1993,8747246000000.001
North America,,1994,8478676000000
North America,,1995,8585342000000.001
North America,,1996,8634997999999.999
North America,,1997,8572431999999.999
North America,,1998,7545282000000
North America,,1999,7661868000000
North America,,2000,7826321600000
North America,,2001,7982096000000
North America,,2002,7696363400000
North America,,2003,7635273000000
North America,,2004,7723479000000
North America,,2005,8035776999999.999
North America,,2006,8155662000000
North America,,2007,8852039000000
North America,,2008,9095196000000
North America,,2009,9783056000000
North America,,2010,10879007000000
North America,,2011,11622670000000
North America,,2012,10986338000000
North America,,2013,11796658000000
North America,,2014,12539026000000
North America,,2015,10980581000000
North America,,2016,11229905000000
North America,,2017,14376755000000
North America,,2018,15248405000000
North America,,2019,15090612000000
North America,,2020,15450324000000
North America (BP),,1980,9607158000000
North America (BP),,1981,10049158000000
North America (BP),,1982,10070547000000
North America (BP),,1983,10103524000000
North America (BP),,1984,10210365000000
North America (BP),,1985,10070113000000
North America (BP),,1986,9964245000000
North America (BP),,1987,9767624000000
North America (BP),,1988,9185974000000
North America (BP),,1989,9203280000000
North America (BP),,1990,9222794000000
North America (BP),,1991,9131617000000
North America (BP),,1992,9012740000000
North America (BP),,1993,8503494999999.999
North America (BP),,1994,8181300000000
North America (BP),,1995,8226541500000
North America (BP),,1996,8171873000000
North America (BP),,1997,8049830999999.999
North America (BP),,1998,6981731400000
North America (BP),,1999,7054443400000
North America (BP),,2000,7265696500000
North America (BP),,2001,7402946500000
North America (BP),,2002,7104538400000
North America (BP),,2003,7099022400000
North America (BP),,2004,7188204000000
North America (BP),,2005,7500502600000
North America (BP),,2006,7669137000000
North America (BP),,2007,8365449000000
North America (BP),,2008,8654385000000
North America (BP),,2009,9369491000000
North America (BP),,2010,10492744000000
North America (BP),,2011,11243947000000
North America (BP),,2012,10612773000000
North America (BP),,2013,11446915000000
North America (BP),,2014,12210580000000
North America (BP),,2015,10653110500000
North America (BP),,2016,10928275000000
North America (BP),,2017,14057020000000
North America (BP),,2018,14965021000000
North America (BP),,2019,14790842000000
North America (BP),,2020,15150732000000
Norway,NOR,1980,385090000000
Norway,NOR,1981,369210000000
Norway,NOR,1982,342412500000
Norway,NOR,1983,403947500000
Norway,NOR,1984,377150000000
Norway,NOR,1985,541309500000
Norway,NOR,1986,449404000000
Norway,NOR,1987,1237548200000
Norway,NOR,1988,1719010000000
Norway,NOR,1989,1717025000000
Norway,NOR,1990,1667499300000
Norway,NOR,1991,1264147300000
Norway,NOR,1992,1370444000000
Norway,NOR,1993,1344639000000
Norway,NOR,1994,1335706500000
Norway,NOR,1995,1342058500000
Norway,NOR,1996,1468900000000
Norway,NOR,1997,1164202500000
Norway,NOR,1998,1163210000000
Norway,NOR,1999,1237647500000
Norway,NOR,2000,1249557500000
Norway,NOR,2001,2172582400000
Norway,NOR,2002,2101122600000
Norway,NOR,2003,2442542600000
Norway,NOR,2004,2368105000000
Norway,NOR,2005,2340315000000
Norway,NOR,2006,2284735000000
Norway,NOR,2007,2295652400000
Norway,NOR,2008,2198387400000
Norway,NOR,2009,2030654999999.9998
Norway,NOR,2010,2026685000000
Norway,NOR,2011,2054475000000
Norway,NOR,2012,2074325000000
Norway,NOR,2013,2033632500000
Norway,NOR,2014,1907585000000
Norway,NOR,2015,1842973200000
Norway,NOR,2016,1750174500000
Norway,NOR,2017,1716171500000
Norway,NOR,2018,1609309000000
Norway,NOR,2019,1532678000000
Norway,NOR,2020,1429180100000
OECD (BP),,1980,14069098000000
OECD (BP),,1981,14561936000000
OECD (BP),,1982,14602667000000
OECD (BP),,1983,14891013000000
OECD (BP),,1984,14988665000000
OECD (BP),,1985,14906905000000
OECD (BP),,1986,14915610000000
OECD (BP),,1987,15601383000000
OECD (BP),,1988,15449060000000
OECD (BP),,1989,15348749000000
OECD (BP),,1990,15327465000000
OECD (BP),,1991,14793491000000
OECD (BP),,1992,14913327000000
OECD (BP),,1993,14340226000000
OECD (BP),,1994,14229362500000
OECD (BP),,1995,14235308000000
OECD (BP),,1996,14377755000000
OECD (BP),,1997,14039659000000
OECD (BP),,1998,13240032000000
OECD (BP),,1999,13356072000000
OECD (BP),,2000,13602137000000
OECD (BP),,2001,14925693500000
OECD (BP),,2002,14329340000000
OECD (BP),,2003,14336102500000
OECD (BP),,2004,14180591000000
OECD (BP),,2005,14346892000000
OECD (BP),,2006,14313316000000
OECD (BP),,2007,14774280000000
OECD (BP),,2008,15771628000000
OECD (BP),,2009,16338629000000
OECD (BP),,2010,17581646000000
OECD (BP),,2011,18228197000000
OECD (BP),,2012,17361056999999.998
OECD (BP),,2013,18076693000000
OECD (BP),,2014,18109860000000
OECD (BP),,2015,16460905000000
OECD (BP),,2016,16502460000000
OECD (BP),,2017,19853971000000
OECD (BP),,2018,20173544000000
OECD (BP),,2019,20006327000000
OECD (BP),,2020,20279694000000
Oceania,,1980,141336000000
Oceania,,1981,356382000000
Oceania,,1982,499980000000
Oceania,,1983,490620000000
Oceania,,1984,537420000000
Oceania,,1985,553129000000
Oceania,,1986,703859700000
Oceania,,1987,834405800000
Oceania,,1988,806611900000
Oceania,,1989,746439460000
Oceania,,1990,724701640000
Oceania,,1991,743751940000
Oceania,,1992,787649900000
Oceania,,1993,777492900000
Oceania,,1994,1010675400000
Oceania,,1995,988835450000
Oceania,,1996,1063715299999.9999
Oceania,,1997,1168235400000
Oceania,,1998,1554335400000
Oceania,,1999,1554335400000
Oceania,,2000,1721255400000
Oceania,,2001,2083176400000.0002
Oceania,,2002,1974600900000
Oceania,,2003,1860289000000
Oceania,,2004,1814124600000
Oceania,,2005,1838157400000
Oceania,,2006,1854177700000
Oceania,,2007,1790347000000
Oceania,,2008,2745185400000
Oceania,,2009,2903035900000
Oceania,,2010,3009105200000
Oceania,,2011,2964114200000
Oceania,,2012,2968581400000
Oceania,,2013,2969374400000
Oceania,,2014,2531719700000
Oceania,,2015,2525555800000
Oceania,,2016,2592079200000
Oceania,,2017,2581681000000
Oceania,,2018,2571843000000
Oceania,,2019,2565615000000
Oceania,,2020,2552740000000
Oman,OMN,1980,78975000000
Oman,OMN,1981,76050000000
Oman,OMN,1982,80925000000
Oman,OMN,1983,160875000000
Oman,OMN,1984,209625000000
Oman,OMN,1985,212550000000
Oman,OMN,1986,223275000000
Oman,OMN,1987,265200000000
Oman,OMN,1988,275925000000
Oman,OMN,1989,272025000000.00003
Oman,OMN,1990,273000000000.00003
Oman,OMN,1991,90675000000
Oman,OMN,1992,146250000000
Oman,OMN,1993,195000000000
Oman,OMN,1994,249600000000
Oman,OMN,1995,441675000000
Oman,OMN,1996,601575000000
Oman,OMN,1997,528450000000
Oman,OMN,1998,553800000000
Oman,OMN,1999,782275000000
Oman,OMN,2000,809607500000
Oman,OMN,2001,891605000000
Oman,OMN,2002,891605000000
Oman,OMN,2003,933075000000
Oman,OMN,2004,937787500000
Oman,OMN,2005,937787500000
Oman,OMN,2006,923650000000
Oman,OMN,2007,923650000000
Oman,OMN,2008,926250000000
Oman,OMN,2009,498805880000
Oman,OMN,2010,490265880000
Oman,OMN,2011,485194300000
Oman,OMN,2012,475591420000
Oman,OMN,2013,664813800000
Oman,OMN,2014,664462500000
Oman,OMN,2015,664462500000
Oman,OMN,2016,664462500000
Oman,OMN,2017,664462500000
Oman,OMN,2018,666347500000
Oman,OMN,2019,666347500000
Oman,OMN,2020,666347500000
Pakistan,PAK,1980,291291900000
Pakistan,PAK,1981,316370000000
Pakistan,PAK,1982,357652430000
Pakistan,PAK,1983,304795500000
Pakistan,PAK,1984,304023860000
Pakistan,PAK,1985,297079150000
Pakistan,PAK,1986,360738960000
Pakistan,PAK,1987,432115140000
Pakistan,PAK,1988,341872500000
Pakistan,PAK,1989,347235380000
Pakistan,PAK,1990,375187800000
Pakistan,PAK,1991,435973320000
Pakistan,PAK,1992,475741740000
Pakistan,PAK,1993,449684900000
Pakistan,PAK,1994,450403180000
Pakistan,PAK,1995,408102240000
Pakistan,PAK,1996,393427300000
Pakistan,PAK,1997,364276380000
Pakistan,PAK,1998,404116720000
Pakistan,PAK,1999,401452030000
Pakistan,PAK,2000,500783800000
Pakistan,PAK,2001,516238000000
Pakistan,PAK,2002,548214100000.00006
Pakistan,PAK,2003,543364940000
Pakistan,PAK,2004,580586850000
Pakistan,PAK,2005,676827800000
Pakistan,PAK,2006,676711260000
Pakistan,PAK,2007,668984060000
Pakistan,PAK,2008,609118700000
Pakistan,PAK,2009,581448800000
Pakistan,PAK,2010,551084600000
Pakistan,PAK,2011,546197240000
Pakistan,PAK,2012,539469899999.99994
Pakistan,PAK,2013,485176030000
Pakistan,PAK,2014,454838600000
Pakistan,PAK,2015,379647050000
Pakistan,PAK,2016,364962730000
Pakistan,PAK,2017,379843150000
Pakistan,PAK,2018,365827050000
Pakistan,PAK,2019,394643070000
Pakistan,PAK,2020,384786340000
Papua New Guinea,PNG,1980,0
Papua New Guinea,PNG,1981,0
Papua New Guinea,PNG,1982,0
Papua New Guinea,PNG,1983,0
Papua New Guinea,PNG,1984,0
Papua New Guinea,PNG,1985,108988000
Papua New Guinea,PNG,1986,299717000
Papua New Guinea,PNG,1987,585810000
Papua New Guinea,PNG,1988,871904000
Papua New Guinea,PNG,1989,1539455000
Papua New Guinea,PNG,1990,1641631000
Papua New Guinea,PNG,1991,2751946000
Papua New Guinea,PNG,1992,2969922000
Papua New Guinea,PNG,1993,3732838000
Papua New Guinea,PNG,1994,2915428000
Papua New Guinea,PNG,1995,2915428000
Papua New Guinea,PNG,1996,2915428000
Papua New Guinea,PNG,1997,2915428000
Papua New Guinea,PNG,1998,2915428000
Papua New Guinea,PNG,1999,2915428000
Papua New Guinea,PNG,2000,2915428000
Papua New Guinea,PNG,2001,2916282000
Papua New Guinea,PNG,2002,2760928000
Papua New Guinea,PNG,2003,2624653000
Papua New Guinea,PNG,2004,2480202000
Papua New Guinea,PNG,2005,2333025000
Papua New Guinea,PNG,2006,2194025000
Papua New Guinea,PNG,2007,2063201000.0000002
Papua New Guinea,PNG,2008,1921475000
Papua New Guinea,PNG,2009,149592940000
Papua New Guinea,PNG,2010,149440300000
Papua New Guinea,PNG,2011,149290400000
Papua New Guinea,PNG,2012,149145950000
Papua New Guinea,PNG,2013,148996060000
Papua New Guinea,PNG,2014,145610450000
Papua New Guinea,PNG,2015,135960240000.00002
Papua New Guinea,PNG,2016,202483550000
Papua New Guinea,PNG,2017,192085470000
Papua New Guinea,PNG,2018,182247490000
Papua New Guinea,PNG,2019,176019450000
Papua New Guinea,PNG,2020,163144480000
Peru,PER,1980,31200000000
Peru,PER,1981,31200000000
Peru,PER,1982,26325000000
Peru,PER,1983,25350000000
Peru,PER,1984,24375000000
Peru,PER,1985,26325000000
Peru,PER,1986,53625000000
Peru,PER,1987,331500000000
Peru,PER,1988,331500000000
Peru,PER,1989,331500000000
Peru,PER,1990,330525000000
Peru,PER,1991,334425000000
Peru,PER,1992,317850000000
Peru,PER,1993,323700000000
Peru,PER,1994,331500000000
Peru,PER,1995,195975000000
Peru,PER,1996,195975000000
Peru,PER,1997,193050000000
Peru,PER,1998,240825000000
Peru,PER,1999,240825000000
Peru,PER,2000,240825000000
Peru,PER,2001,240825000000
Peru,PER,2002,240825000000
Peru,PER,2003,240825000000
Peru,PER,2004,316875000000
Peru,PER,2005,321475000000
Peru,PER,2006,319145800000
Peru,PER,2007,322153720000
Peru,PER,2008,327114140000
Peru,PER,2009,327114140000
Peru,PER,2010,339651400000
Peru,PER,2011,346138100000
Peru,PER,2012,419072400000
Peru,PER,2013,410105500000
Peru,PER,2014,398631160000
Peru,PER,2015,383749960000
Peru,PER,2016,438532440000
Peru,PER,2017,350907700000
Peru,PER,2018,289011700000
Peru,PER,2019,275597180000
Peru,PER,2020,261442120000
Poland,POL,1980,76700000000
Poland,POL,1981,73750000000
Poland,POL,1982,71537500000
Poland,POL,1983,69325000000
Poland,POL,1984,67112500000.00001
Poland,POL,1985,70800000000
Poland,POL,1986,121687500000
Poland,POL,1987,120212500000
Poland,POL,1988,126112499999.99998
Poland,POL,1989,120950000000
Poland,POL,1990,117262500000
Poland,POL,1991,112837500000
Poland,POL,1992,116525000000
Poland,POL,1993,114312500000
Poland,POL,1994,114312500000
Poland,POL,1995,112837500000
Poland,POL,1996,109887500000
Poland,POL,1997,114312500000
Poland,POL,1998,103987500000
Poland,POL,1999,107675000000
Poland,POL,2000,87762500000
Poland,POL,2001,84812500000
Poland,POL,2002,85550000000
Poland,POL,2003,81125000000
Poland,POL,2004,80387500000
Poland,POL,2005,78175000000
Poland,POL,2006,83337500000
Poland,POL,2007,77041070000
Poland,POL,2008,77663170000
Poland,POL,2009,81450485000
Poland,POL,2010,80503630000
Poland,POL,2011,78808500000
Poland,POL,2012,75903620000
Poland,POL,2013,72474845000
Poland,POL,2014,69704935000
Poland,POL,2015,66877863999.99999
Poland,POL,2016,65391679999.99999
Poland,POL,2017,63697845000
Poland,POL,2018,72251530000
Poland,POL,2019,72260090000
Poland,POL,2020,72260090000
Qatar,QAT,1980,2898000000000
Qatar,QAT,1981,2929050000000
Qatar,QAT,1982,3255075000000
Qatar,QAT,1983,3519000000000
Qatar,QAT,1984,4429800000000
Qatar,QAT,1985,4595400000000
Qatar,QAT,1986,4595400000000
Qatar,QAT,1987,4595400000000
Qatar,QAT,1988,4782735000000
Qatar,QAT,1989,4781700000000
Qatar,QAT,1990,4776525000000
Qatar,QAT,1991,6652980000000
Qatar,QAT,1992,6947955000000
Qatar,QAT,1993,7317450000000
Qatar,QAT,1994,7317450000000
Qatar,QAT,1995,8797500000000
Qatar,QAT,1996,8797500000000
Qatar,QAT,1997,8797500000000
Qatar,QAT,1998,11281500000000
Qatar,QAT,1999,11547495000000
Qatar,QAT,2000,14948505000000
Qatar,QAT,2001,26685406000000
Qatar,QAT,2002,26685406000000
Qatar,QAT,2003,26230005000000
Qatar,QAT,2004,26248634000000
Qatar,QAT,2005,24995100000000
Qatar,QAT,2006,26436758000000
Qatar,QAT,2007,26356190000000
Qatar,QAT,2008,26252851000000
Qatar,QAT,2009,26207834000000
Qatar,QAT,2010,25923723000000
Qatar,QAT,2011,25923723000000
Qatar,QAT,2012,25758749000000
Qatar,QAT,2013,25541870000000
Qatar,QAT,2014,25386538000000
Qatar,QAT,2015,25149532000000
Qatar,QAT,2016,24915040000000
Qatar,QAT,2017,24696135000000
Qatar,QAT,2018,24680965000000
Qatar,QAT,2019,24665472000000
Qatar,QAT,2020,24665472000000
Romania,ROU,1980,292500000000
Romania,ROU,1981,273000000000.00003
Romania,ROU,1982,248625000000
Romania,ROU,1983,224250000000
Romania,ROU,1984,204750000000
Romania,ROU,1985,263249999999.99997
Romania,ROU,1986,229125000000
Romania,ROU,1987,193050000000
Romania,ROU,1988,160875000000
Romania,ROU,1989,129675000000.00002
Romania,ROU,1990,379275000000
Romania,ROU,1991,354900000000
Romania,ROU,1992,332475000000
Romania,ROU,1993,312000000000
Romania,ROU,1994,292500000000
Romania,ROU,1995,273000000000.00003
Romania,ROU,1996,255450000000
Romania,ROU,1997,239850000000
Romania,ROU,1998,225225000000
Romania,ROU,1999,210600000000
Romania,ROU,2000,196950000000
Romania,ROU,2001,184275000000
Romania,ROU,2002,173550000000
Romania,ROU,2003,160875000000
Romania,ROU,2004,148200000000
Romania,ROU,2005,139425000000
Romania,ROU,2006,126750000000
Romania,ROU,2007,117000000000
Romania,ROU,2008,110175000000
Romania,ROU,2009,109200000000
Romania,ROU,2010,107250000000
Romania,ROU,2011,108712500000
Romania,ROU,2012,116122500000
Romania,ROU,2013,110175000000
Romania,ROU,2014,106275000000
Romania,ROU,2015,100425000000
Romania,ROU,2016,96924750000
Romania,ROU,2017,89592750000
Romania,ROU,2018,84825000000
Romania,ROU,2019,78867750000
Romania,ROU,2020,78867750000
Russia,RUS,1991,33910553000000
Russia,RUS,1992,34729897000000
Russia,RUS,1993,34734012999999.996
Russia,RUS,1994,34509414999999.996
Russia,RUS,1995,33704690000000
Russia,RUS,1996,33425327000000.004
Russia,RUS,1997,33567444000000
Russia,RUS,1998,33364047999999.996
Russia,RUS,1999,32949849999999.996
Russia,RUS,2000,33155712000000
Russia,RUS,2001,33361579999999.996
Russia,RUS,2002,33910553000000
Russia,RUS,2003,33773308000000
Russia,RUS,2004,33636066000000
Russia,RUS,2005,33773308000000
Russia,RUS,2006,33773308000000
Russia,RUS,2007,33910553000000
Russia,RUS,2008,33979176000000.004
Russia,RUS,2009,34047800000000.004
Russia,RUS,2010,34116417000000
Russia,RUS,2011,34459525999999.996
Russia,RUS,2012,34640070000000
Russia,RUS,2013,34943996000000
Russia,RUS,2014,35049059999999.996
Russia,RUS,2015,34957400000000
Russia,RUS,2016,34833252000000
Russia,RUS,2017,37888233000000
Russia,RUS,2018,37640987000000
Russia,RUS,2019,37556740000000
Russia,RUS,2020,37391525000000
Saudi Arabia,SAU,1980,3024068600000
Saudi Arabia,SAU,1981,3178776000000
Saudi Arabia,SAU,1982,3260561500000
Saudi Arabia,SAU,1983,3366771500000
Saudi Arabia,SAU,1984,3427609400000
Saudi Arabia,SAU,1985,3502650000000
Saudi Arabia,SAU,1986,3819950000000
Saudi Arabia,SAU,1987,3980025000000
Saudi Arabia,SAU,1988,4769000000000
Saudi Arabia,SAU,1989,4957480000000
Saudi Arabia,SAU,1990,4961565000000
Saudi Arabia,SAU,1991,4959570000000
Saudi Arabia,SAU,1992,4986360000000
Saudi Arabia,SAU,1993,4986360000000
Saudi Arabia,SAU,1994,4997000000000
Saudi Arabia,SAU,1995,5267275000000
Saudi Arabia,SAU,1996,5408635000000
Saudi Arabia,SAU,1997,5587900000000
Saudi Arabia,SAU,1998,5764600000000
Saudi Arabia,SAU,1999,5838700000000
Saudi Arabia,SAU,2000,5985950000000
Saudi Arabia,SAU,2001,6132782000000
Saudi Arabia,SAU,2002,6313700000000
Saudi Arabia,SAU,2003,6416300000000
Saudi Arabia,SAU,2004,6419150000000
Saudi Arabia,SAU,2005,6480900000000
Saudi Arabia,SAU,2006,6719350000000
Saudi Arabia,SAU,2007,6939222300000
Saudi Arabia,SAU,2008,7074965000000
Saudi Arabia,SAU,2009,7403157000000
Saudi Arabia,SAU,2010,7505381000000
Saudi Arabia,SAU,2011,7602225000000
Saudi Arabia,SAU,2012,7661407000000
Saudi Arabia,SAU,2013,7758250700000
Saudi Arabia,SAU,2014,7908896000000
Saudi Arabia,SAU,2015,8005739999999.999
Saudi Arabia,SAU,2016,8035330999999.999
Saudi Arabia,SAU,2017,5651042500000
Saudi Arabia,SAU,2018,5892756000000
Saudi Arabia,SAU,2019,5984545700000
Saudi Arabia,SAU,2020,6019120000000
South America,,1980,2506857400000
South America,,1981,2664251600000
South America,,1982,2804055200000
South America,,1983,2897640200000
South America,,1984,2995229500000
South America,,1985,3089769400000
South America,,1986,4104479000000.0005
South America,,1987,4611928500000
South America,,1988,4743370000000
South America,,1989,4781363000000
South America,,1990,5238042000000
South America,,1991,5404224400000
South America,,1992,5497543300000
South America,,1993,5504526000000
South America,,1994,5843960000000
South America,,1995,5906539000000
South America,,1996,5911153300000
South America,,1997,6084291500000
South America,,1998,6190489000000
South America,,1999,6233295400000
South America,,2000,6238962000000
South America,,2001,6293649000000
South America,,2002,6224245000000
South America,,2003,6155247700000
South America,,2004,6317899000000
South America,,2005,6214853000000
South America,,2006,6705958400000
South America,,2007,6867202800000
South America,,2008,7060367600000
South America,,2009,7145175000000
South America,,2010,7720908600000
South America,,2011,7746022000000
South America,,2012,7880704000000
South America,,2013,7878077500000
South America,,2014,7891750300000
South America,,2015,7935072000000
South America,,2016,7977339300000
South America,,2017,7810491600000
South America,,2018,7702541000000
South America,,2019,7638790600000
South America,,2020,7597885000000
South and Central America (BP),,1980,2796432300000
South and Central America (BP),,1981,2995751600000
South and Central America (BP),,1982,3129705200000
South and Central America (BP),,1983,3206715300000
South and Central America (BP),,1984,3298454500000
South and Central America (BP),,1985,3398844500000
South and Central America (BP),,1986,4405753600000
South and Central America (BP),,1987,4907353400000
South and Central America (BP),,1988,5030019800000
South and Central America (BP),,1989,5079713000000
South and Central America (BP),,1990,5503242000000
South and Central America (BP),,1991,5655774000000
South and Central America (BP),,1992,5744218300000
South and Central America (BP),,1993,5748276700000
South and Central America (BP),,1994,6141335000000
South and Central America (BP),,1995,6265339000000
South and Central America (BP),,1996,6374278000000
South and Central America (BP),,1997,6606891000000
South and Central America (BP),,1998,6754039000000
South and Central America (BP),,1999,6840720700000
South and Central America (BP),,2000,6799587700000
South and Central America (BP),,2001,6872799000000
South and Central America (BP),,2002,6816070000000
South and Central America (BP),,2003,6691497300000
South and Central America (BP),,2004,6853174000000
South and Central America (BP),,2005,6750128000000
South and Central America (BP),,2006,7192483400000
South and Central America (BP),,2007,7353793000000
South and Central America (BP),,2008,7501179000000
South and Central America (BP),,2009,7558739700000
South and Central America (BP),,2010,8107172000000
South and Central America (BP),,2011,8124745000000.001
South and Central America (BP),,2012,8254269000000.001
South and Central America (BP),,2013,8227819000000
South and Central America (BP),,2014,8220197000000.001
South and Central America (BP),,2015,8262544000000
South and Central America (BP),,2016,8278969000000
South and Central America (BP),,2017,8130226000000
South and Central America (BP),,2018,7985925700000
South and Central America (BP),,2019,7938560500000
South and Central America (BP),,2020,7897476700000
Syria,SYR,1980,87750000000
Syria,SYR,1981,87750000000
Syria,SYR,1982,100425000000
Syria,SYR,1983,101400000000
Syria,SYR,1984,101400000000
Syria,SYR,1985,120900000000
Syria,SYR,1986,138450000000
Syria,SYR,1987,121875000000
Syria,SYR,1988,110175000000
Syria,SYR,1989,153075000000
Syria,SYR,1990,177450000000
Syria,SYR,1991,195000000000
Syria,SYR,1992,195000000000
Syria,SYR,1993,221325000000
Syria,SYR,1994,229125000000
Syria,SYR,1995,229125000000
Syria,SYR,1996,229125000000
Syria,SYR,1997,232050000000
Syria,SYR,1998,232050000000
Syria,SYR,1999,234975000000
Syria,SYR,2000,234975000000
Syria,SYR,2001,234975000000
Syria,SYR,2002,243750000000
Syria,SYR,2003,282750000000
Syria,SYR,2004,282750000000
Syria,SYR,2005,277875000000
Syria,SYR,2006,273000000000.00003
Syria,SYR,2007,268125000000
Syria,SYR,2008,263249999999.99997
Syria,SYR,2009,268612499999.99997
Syria,SYR,2010,268612499999.99997
Syria,SYR,2011,277875000000
Syria,SYR,2012,268612499999.99997
Syria,SYR,2013,277875000000
Syria,SYR,2014,268612499999.99997
Syria,SYR,2015,268612499999.99997
Syria,SYR,2016,268612499999.99997
Syria,SYR,2017,268612499999.99997
Syria,SYR,2018,268612499999.99997
Syria,SYR,2019,268612499999.99997
Syria,SYR,2020,268612499999.99997
Thailand,THA,1980,284700000000
Thailand,THA,1981,391950000000
Thailand,THA,1982,341250000000
Thailand,THA,1983,163800000000
Thailand,THA,1984,204750000000
Thailand,THA,1985,212550000000
Thailand,THA,1986,198900000000
Thailand,THA,1987,179400000000
Thailand,THA,1988,190125000000
Thailand,THA,1989,223275000000
Thailand,THA,1990,218400000000
Thailand,THA,1991,239850000000
Thailand,THA,1992,225225000000
Thailand,THA,1993,176475000000
Thailand,THA,1994,170625000000
Thailand,THA,1995,171600000000
Thailand,THA,1996,191100000000
Thailand,THA,1997,199875000000
Thailand,THA,1998,409500000000
Thailand,THA,1999,336375000000
Thailand,THA,2000,351000000000
Thailand,THA,2001,368550000000
Thailand,THA,2002,429975000000
Thailand,THA,2003,407550000000
Thailand,THA,2004,345150000000
Thailand,THA,2005,296400000000
Thailand,THA,2006,322725000000
Thailand,THA,2007,328239600000
Thailand,THA,2008,351685300000
Thailand,THA,2009,323257400000
Thailand,THA,2010,310069200000
Thailand,THA,2011,294858800000
Thailand,THA,2012,264904600000
Thailand,THA,2013,246612560000
Thailand,THA,2014,227180200000
Thailand,THA,2015,214063800000
Thailand,THA,2016,200169010000
Thailand,THA,2017,187862070000
Thailand,THA,2018,177540400000
Thailand,THA,2019,143084030000
Thailand,THA,2020,143084030000
Trinidad and Tobago,TTO,1980,289575000000
Trinidad and Tobago,TTO,1981,331500000000
Trinidad and Tobago,TTO,1982,325650000000
Trinidad and Tobago,TTO,1983,309075000000
Trinidad and Tobago,TTO,1984,303225000000
Trinidad and Tobago,TTO,1985,309075000000
Trinidad and Tobago,TTO,1986,301275000000
Trinidad and Tobago,TTO,1987,295425000000
Trinidad and Tobago,TTO,1988,286650000000
