Entity,Code,Year,gas_reserves
Mexico,MEX,1989,2.0085E+12
Mexico,MEX,1990,1.97438E+12
Mexico,MEX,1991,1.95878E+12
Mexico,MEX,1992,1.93343E+12
Mexico,MEX,1993,1.92368E+12
Mexico,MEX,1994,1.88858E+12
Mexico,MEX,1995,1.8681E+12
Mexico,MEX,1996,1.76475E+12
Mexico,MEX,1997,1.75208E+12
Mexico,MEX,1998,8.29725E+11
Mexico,MEX,1999,8.39475E+11
Mexico,MEX,2000,8.14125E+11
Mexico,MEX,2001,7.77075E+11
Mexico,MEX,2002,4.134E+11
Mexico,MEX,2003,4.10475E+11
Mexico,MEX,2004,4.08525E+11
Mexico,MEX,2005,4.0392E+11
Mexico,MEX,2006,3.84083E+11
Mexico,MEX,2007,3.63675E+11
Mexico,MEX,2008,3.50025E+11
Mexico,MEX,2009,3.35454E+11
Mexico,MEX,2010,3.50258E+11
Mexico,MEX,2011,3.56967E+11
Mexico,MEX,2012,3.56395E+11
Mexico,MEX,2013,3.44046E+11
Mexico,MEX,2014,3.20913E+11
Mexico,MEX,2015,2.41364E+11
Mexico,MEX,2016,1.95793E+11
Mexico,MEX,2017,1.84834E+11
Mexico,MEX,2018,1.7851E+11
Mexico,MEX,2019,1.7807E+11
Mexico,MEX,2020,1.7807E+11
Middle East (BP),,1980,2.40304E+13
Middle East (BP),,1981,2.4321E+13
Middle East (BP),,1982,2.51904E+13
Middle East (BP),,1983,2.56847E+13
Middle East (BP),,1984,2.67241E+13
Middle East (BP),,1985,2.69874E+13
Middle East (BP),,1986,2.96415E+13
Middle East (BP),,1987,3.0371E+13
Middle East (BP),,1988,3.33807E+13
Middle East (BP),,1989,3.6671E+13
Middle East (BP),,1990,3.68113E+13
Middle East (BP),,1991,4.13815E+13
Middle East (BP),,1992,4.25809E+13
Middle East (BP),,1993,4.30031E+13
Middle East (BP),,1994,4.41005E+13
Middle East (BP),,1995,4.40254E+13
Middle East (BP),,1996,4.7684E+13
Middle East (BP),,1997,4.79027E+13
Middle East (BP),,1998,5.15547E+13
Middle East (BP),,1999,5.37742E+13
Middle East (BP),,2000,5.82502E+13
Middle East (BP),,2001,7.03759E+13
Middle East (BP),,2002,7.12138E+13
Middle East (BP),,2003,7.17449E+13
Middle East (BP),,2004,7.17038E+13
Middle East (BP),,2005,6.97881E+13
Middle East (BP),,2006,7.0943E+13
Middle East (BP),,2007,7.22657E+13
Middle East (BP),,2008,7.37205E+13
Middle East (BP),,2009,7.36263E+13
Middle East (BP),,2010,7.78099E+13
Middle East (BP),,2011,7.84171E+13
Middle East (BP),,2012,7.73888E+13
Middle East (BP),,2013,7.7664E+13
Middle East (BP),,2014,7.76229E+13
Middle East (BP),,2015,7.69718E+13
Middle East (BP),,2016,7.76065E+13
Middle East (BP),,2017,7.53133E+13
Middle East (BP),,2018,7.55685E+13
Middle East (BP),,2019,7.57631E+13
Middle East (BP),,2020,7.58069E+13
Myanmar,MMR,1980,90675000000
Myanmar,MMR,1981,1.4235E+11
Myanmar,MMR,1982,1.4235E+11
Myanmar,MMR,1983,2.38875E+11
Myanmar,MMR,1984,2.535E+11
Myanmar,MMR,1985,2.613E+11
Myanmar,MMR,1986,2.613E+11
Myanmar,MMR,1987,2.613E+11
Myanmar,MMR,1988,2.60325E+11
Myanmar,MMR,1989,2.5935E+11
Myanmar,MMR,1990,2.58375E+11
Myanmar,MMR,1991,2.7105E+11
Myanmar,MMR,1992,2.7105E+11
Myanmar,MMR,1993,2.613E+11
Myanmar,MMR,1994,2.613E+11
Myanmar,MMR,1995,2.613E+11
Myanmar,MMR,1996,2.7495E+11
Myanmar,MMR,1997,2.75925E+11
Myanmar,MMR,1998,2.77875E+11
Myanmar,MMR,1999,2.79825E+11
Myanmar,MMR,2000,2.79825E+11
Myanmar,MMR,2001,3.36375E+11
Myanmar,MMR,2002,4.33875E+11
Myanmar,MMR,2003,3.94875E+11
Myanmar,MMR,2004,4.72875E+11
Myanmar,MMR,2005,5.28585E+11
Myanmar,MMR,2006,5.28585E+11
Myanmar,MMR,2007,4.8576E+11
Myanmar,MMR,2008,3.39253E+11
Myanmar,MMR,2009,3.269E+11
Myanmar,MMR,2010,2.17232E+11
Myanmar,MMR,2011,2.17232E+11
Myanmar,MMR,2012,2.78213E+11
Myanmar,MMR,2013,5.18311E+11
Myanmar,MMR,2014,5.19146E+11
Myanmar,MMR,2015,5.05597E+11
Myanmar,MMR,2016,4.89809E+11
Myanmar,MMR,2017,4.74885E+11
Myanmar,MMR,2018,4.60523E+11
Myanmar,MMR,2019,4.46934E+11
Myanmar,MMR,2020,4.32212E+11
Netherlands,NLD,1980,1.98961E+12
Netherlands,NLD,1981,1.92156E+12
Netherlands,NLD,1982,1.87117E+12
Netherlands,NLD,1983,1.83847E+12
Netherlands,NLD,1984,1.7987E+12
Netherlands,NLD,1985,1.76246E+12
Netherlands,NLD,1986,1.72799E+12
Netherlands,NLD,1987,1.68821E+12
Netherlands,NLD,1988,1.65904E+12
Netherlands,NLD,1989,1.64844E+12
Netherlands,NLD,1990,1.86764E+12
Netherlands,NLD,1991,1.84377E+12
Netherlands,NLD,1992,1.82168E+12
Netherlands,NLD,1993,1.7766E+12
Netherlands,NLD,1994,1.76511E+12
Netherlands,NLD,1995,1.72533E+12
Netherlands,NLD,1996,1.70589E+12
Netherlands,NLD,1997,1.72091E+12
Netherlands,NLD,1998,1.67318E+12
Netherlands,NLD,1999,1.6228E+12
Netherlands,NLD,2000,1.57065E+12
Netherlands,NLD,2001,1.53618E+12
Netherlands,NLD,2002,1.49287E+12
Netherlands,NLD,2003,1.42747E+12
Netherlands,NLD,2004,1.38946E+12
Netherlands,NLD,2005,1.33466E+12
Netherlands,NLD,2006,1.2719E+12
Netherlands,NLD,2007,1.22859E+12
Netherlands,NLD,2008,1.18882E+12
Netherlands,NLD,2009,1.22859E+12
Netherlands,NLD,2010,1.15258E+12
Netherlands,NLD,2011,1.08717E+12
Netherlands,NLD,2012,8.44105E+11
Netherlands,NLD,2013,7.9284E+11
Netherlands,NLD,2014,7.0622E+11
Netherlands,NLD,2015,7.29201E+11
Netherlands,NLD,2016,6.54071E+11
Netherlands,NLD,2017,6.14297E+11
Netherlands,NLD,2018,1.7324E+11
Netherlands,NLD,2019,1.2993E+11
Netherlands,NLD,2020,1.2993E+11
Nigeria,NGA,1980,1.10308E+12
Nigeria,NGA,1981,1.08963E+12
Nigeria,NGA,1982,1.31576E+12
Nigeria,NGA,1983,1.3015E+12
Nigeria,NGA,1984,1.28725E+12
Nigeria,NGA,1985,1.273E+12
Nigeria,NGA,1986,2.28E+12
Nigeria,NGA,1987,2.28665E+12
Nigeria,NGA,1988,2.3522E+12
Nigeria,NGA,1989,2.6904E+12
Nigeria,NGA,1990,2.698E+12
Nigeria,NGA,1991,3.23E+12
Nigeria,NGA,1992,3.53039E+12
Nigeria,NGA,1993,3.49885E+12
Nigeria,NGA,1994,3.2775E+12
Nigeria,NGA,1995,3.3003E+12
Nigeria,NGA,1996,3.30125E+12
Nigeria,NGA,1997,3.30885E+12
Nigeria,NGA,1998,3.3364E+12
Nigeria,NGA,1999,3.3364E+12
Nigeria,NGA,2000,3.9007E+12
Nigeria,NGA,2001,4.40107E+12
Nigeria,NGA,2002,4.74744E+12
Nigeria,NGA,2003,4.92863E+12
Nigeria,NGA,2004,4.96746E+12
Nigeria,NGA,2005,4.89421E+12
Nigeria,NGA,2006,4.94665E+12
Nigeria,NGA,2007,5.0274E+12
Nigeria,NGA,2008,5.0274E+12
Nigeria,NGA,2009,5.0274E+12
Nigeria,NGA,2010,4.91869E+12
Nigeria,NGA,2011,4.91681E+12
Nigeria,NGA,2012,4.86246E+12
Nigeria,NGA,2013,4.8517E+12
Nigeria,NGA,2014,5.05779E+12
Nigeria,NGA,2015,5.02006E+12
Nigeria,NGA,2016,5.20144E+12
Nigeria,NGA,2017,5.34553E+12
Nigeria,NGA,2018,5.39125E+12
Nigeria,NGA,2019,5.47298E+12
Nigeria,NGA,2020,5.47298E+12
Non-OECD (BP),,1980,5.682E+13
Non-OECD (BP),,1981,5.89062E+13
Non-OECD (BP),,1982,6.12027E+13
Non-OECD (BP),,1983,6.25034E+13
Non-OECD (BP),,1984,6.52233E+13
Non-OECD (BP),,1985,6.74987E+13
Non-OECD (BP),,1986,7.34123E+13
Non-OECD (BP),,1987,7.52349E+13
Non-OECD (BP),,1988,7.93035E+13
Non-OECD (BP),,1989,9.01151E+13
Non-OECD (BP),,1990,9.30355E+13
Non-OECD (BP),,1991,9.93567E+13
Non-OECD (BP),,1992,1.01933E+14
Non-OECD (BP),,1993,1.0368E+14
Non-OECD (BP),,1994,1.04595E+14
Non-OECD (BP),,1995,1.04853E+14
Non-OECD (BP),,1996,1.07961E+14
Non-OECD (BP),,1997,1.10999E+14
Non-OECD (BP),,1998,1.15282E+14
Non-OECD (BP),,1999,1.18544E+14
Non-OECD (BP),,2000,1.24421E+14
Non-OECD (BP),,2001,1.37556E+14
Non-OECD (BP),,2002,1.3957E+14
Non-OECD (BP),,2003,1.40245E+14
Non-OECD (BP),,2004,1.40839E+14
Non-OECD (BP),,2005,1.39046E+14
Non-OECD (BP),,2006,1.40972E+14
Non-OECD (BP),,2007,1.47898E+14
Non-OECD (BP),,2008,1.5019E+14
Non-OECD (BP),,2009,1.52637E+14
Non-OECD (BP),,2010,1.62359E+14
Non-OECD (BP),,2011,1.63691E+14
Non-OECD (BP),,2012,1.63434E+14
Non-OECD (BP),,2013,1.63222E+14
Non-OECD (BP),,2014,1.65052E+14
Non-OECD (BP),,2015,1.64732E+14
Non-OECD (BP),,2016,1.67033E+14
Non-OECD (BP),,2017,1.67974E+14
Non-OECD (BP),,2018,1.6888E+14
Non-OECD (BP),,2019,1.70261E+14
Non-OECD (BP),,2020,1.67794E+14
North America,,1980,9.89673E+12
North America,,1981,1.03807E+13
North America,,1982,1.03962E+13
North America,,1983,1.04126E+13
North America,,1984,1.05136E+13
North America,,1985,1.03792E+13
North America,,1986,1.02655E+13
North America,,1987,1.0063E+13
North America,,1988,9.47262E+12
North America,,1989,9.50163E+12
North America,,1990,9.48799E+12
North America,,1991,9.38317E+12
North America,,1992,9.25942E+12
North America,,1993,8.74725E+12
North America,,1994,8.47868E+12
North America,,1995,8.58534E+12
North America,,1996,8.635E+12
North America,,1997,8.57243E+12
North America,,1998,7.54528E+12
North America,,1999,7.66187E+12
North America,,2000,7.82632E+12
North America,,2001,7.9821E+12
North America,,2002,7.69636E+12
North America,,2003,7.63527E+12
North America,,2004,7.72348E+12
North America,,2005,8.03578E+12
North America,,2006,8.15566E+12
North America,,2007,8.85204E+12
North America,,2008,9.0952E+12
North America,,2009,9.78306E+12
North America,,2010,1.0879E+13
North America,,2011,1.16227E+13
North America,,2012,1.09863E+13
North America,,2013,1.17967E+13
North America,,2014,1.2539E+13
North America,,2015,1.09806E+13
North America,,2016,1.12299E+13
North America,,2017,1.43768E+13
North America,,2018,1.52484E+13
North America,,2019,1.50906E+13
North America,,2020,1.54503E+13
North America (BP),,1980,9.60716E+12
North America (BP),,1981,1.00492E+13
North America (BP),,1982,1.00705E+13
North America (BP),,1983,1.01035E+13
North America (BP),,1984,1.02104E+13
North America (BP),,1985,1.00701E+13
North America (BP),,1986,9.96425E+12
North America (BP),,1987,9.76762E+12
North America (BP),,1988,9.18597E+12
North America (BP),,1989,9.20328E+12
North America (BP),,1990,9.22279E+12
North America (BP),,1991,9.13162E+12
North America (BP),,1992,9.01274E+12
North America (BP),,1993,8.50349E+12
North America (BP),,1994,8.1813E+12
North America (BP),,1995,8.22654E+12
North America (BP),,1996,8.17187E+12
North America (BP),,1997,8.04983E+12
North America (BP),,1998,6.98173E+12
North America (BP),,1999,7.05444E+12
North America (BP),,2000,7.2657E+12
North America (BP),,2001,7.40295E+12
North America (BP),,2002,7.10454E+12
North America (BP),,2003,7.09902E+12
North America (BP),,2004,7.1882E+12
North America (BP),,2005,7.5005E+12
North America (BP),,2006,7.66914E+12
North America (BP),,2007,8.36545E+12
North America (BP),,2008,8.65439E+12
North America (BP),,2009,9.36949E+12
North America (BP),,2010,1.04927E+13
North America (BP),,2011,1.12439E+13
North America (BP),,2012,1.06128E+13
North America (BP),,2013,1.14469E+13
North America (BP),,2014,1.22106E+13
North America (BP),,2015,1.06531E+13
North America (BP),,2016,1.09283E+13
North America (BP),,2017,1.4057E+13
North America (BP),,2018,1.4965E+13
North America (BP),,2019,1.47908E+13
North America (BP),,2020,1.51507E+13
Norway,NOR,1980,3.8509E+11
Norway,NOR,1981,3.6921E+11
Norway,NOR,1982,3.42413E+11
Norway,NOR,1983,4.03948E+11
Norway,NOR,1984,3.7715E+11
Norway,NOR,1985,5.4131E+11
Norway,NOR,1986,4.49404E+11
Norway,NOR,1987,1.23755E+12
Norway,NOR,1988,1.71901E+12
Norway,NOR,1989,1.71703E+12
Norway,NOR,1990,1.6675E+12
Norway,NOR,1991,1.26415E+12
Norway,NOR,1992,1.37044E+12
Norway,NOR,1993,1.34464E+12
Norway,NOR,1994,1.33571E+12
Norway,NOR,1995,1.34206E+12
Norway,NOR,1996,1.4689E+12
Norway,NOR,1997,1.1642E+12
Norway,NOR,1998,1.16321E+12
Norway,NOR,1999,1.23765E+12
Norway,NOR,2000,1.24956E+12
Norway,NOR,2001,2.17258E+12
Norway,NOR,2002,2.10112E+12
Norway,NOR,2003,2.44254E+12
Norway,NOR,2004,2.36811E+12
Norway,NOR,2005,2.34032E+12
Norway,NOR,2006,2.28474E+12
Norway,NOR,2007,2.29565E+12
Norway,NOR,2008,2.19839E+12
Norway,NOR,2009,2.03065E+12
Norway,NOR,2010,2.02669E+12
Norway,NOR,2011,2.05448E+12
Norway,NOR,2012,2.07433E+12
Norway,NOR,2013,2.03363E+12
Norway,NOR,2014,1.90759E+12
Norway,NOR,2015,1.84297E+12
Norway,NOR,2016,1.75017E+12
Norway,NOR,2017,1.71617E+12
Norway,NOR,2018,1.60931E+12
Norway,NOR,2019,1.53268E+12
Norway,NOR,2020,1.42918E+12
OECD (BP),,1980,1.40691E+13
OECD (BP),,1981,1.45619E+13
OECD (BP),,1982,1.46027E+13
OECD (BP),,1983,1.4891E+13
OECD (BP),,1984,1.49887E+13
OECD (BP),,1985,1.49069E+13
OECD (BP),,1986,1.49156E+13
OECD (BP),,1987,1.56014E+13
OECD (BP),,1988,1.54491E+13
OECD (BP),,1989,1.53487E+13
OECD (BP),,1990,1.53275E+13
OECD (BP),,1991,1.47935E+13
OECD (BP),,1992,1.49133E+13
OECD (BP),,1993,1.43402E+13
OECD (BP),,1994,1.42294E+13
OECD (BP),,1995,1.42353E+13
OECD (BP),,1996,1.43778E+13
OECD (BP),,1997,1.40397E+13
OECD (BP),,1998,1.324E+13
OECD (BP),,1999,1.33561E+13
OECD (BP),,2000,1.36021E+13
OECD (BP),,2001,1.49257E+13
OECD (BP),,2002,1.43293E+13
OECD (BP),,2003,1.43361E+13
OECD (BP),,2004,1.41806E+13
OECD (BP),,2005,1.43469E+13
OECD (BP),,2006,1.43133E+13
OECD (BP),,2007,1.47743E+13
OECD (BP),,2008,1.57716E+13
OECD (BP),,2009,1.63386E+13
OECD (BP),,2010,1.75816E+13
OECD (BP),,2011,1.82282E+13
OECD (BP),,2012,1.73611E+13
OECD (BP),,2013,1.80767E+13
OECD (BP),,2014,1.81099E+13
OECD (BP),,2015,1.64609E+13
OECD (BP),,2016,1.65025E+13
OECD (BP),,2017,1.9854E+13
OECD (BP),,2018,2.01735E+13
OECD (BP),,2019,2.00063E+13
OECD (BP),,2020,2.02797E+13
Oceania,,1980,1.41336E+11
Oceania,,1981,3.56382E+11
Oceania,,1982,4.9998E+11
Oceania,,1983,4.9062E+11
Oceania,,1984,5.3742E+11
Oceania,,1985,5.53129E+11
Oceania,,1986,7.0386E+11
Oceania,,1987,8.34406E+11
Oceania,,1988,8.06612E+11
Oceania,,1989,7.46439E+11
Oceania,,1990,7.24702E+11
Oceania,,1991,7.43752E+11
Oceania,,1992,7.8765E+11
Oceania,,1993,7.77493E+11
Oceania,,1994,1.01068E+12
Oceania,,1995,9.88835E+11
Oceania,,1996,1.06372E+12
Oceania,,1997,1.16824E+12
Oceania,,1998,1.55434E+12
Oceania,,1999,1.55434E+12
Oceania,,2000,1.72126E+12
Oceania,,2001,2.08318E+12
Oceania,,2002,1.9746E+12
Oceania,,2003,1.86029E+12
Oceania,,2004,1.81412E+12
Oceania,,2005,1.83816E+12
Oceania,,2006,1.85418E+12
Oceania,,2007,1.79035E+12
Oceania,,2008,2.74519E+12
Oceania,,2009,2.90304E+12
Oceania,,2010,3.00911E+12
Oceania,,2011,2.96411E+12
Oceania,,2012,2.96858E+12
Oceania,,2013,2.96937E+12
Oceania,,2014,2.53172E+12
Oceania,,2015,2.52556E+12
Oceania,,2016,2.59208E+12
Oceania,,2017,2.58168E+12
Oceania,,2018,2.57184E+12
Oceania,,2019,2.56562E+12
Oceania,,2020,2.55274E+12
Oman,OMN,1980,78975000000
Oman,OMN,1981,76050000000
Oman,OMN,1982,80925000000
Oman,OMN,1983,1.60875E+11
Oman,OMN,1984,2.09625E+11
Oman,OMN,1985,2.1255E+11
Oman,OMN,1986,2.23275E+11
Oman,OMN,1987,2.652E+11
Oman,OMN,1988,2.75925E+11
Oman,OMN,1989,2.72025E+11
Oman,OMN,1990,2.73E+11
Oman,OMN,1991,90675000000
Oman,OMN,1992,1.4625E+11
Oman,OMN,1993,1.95E+11
Oman,OMN,1994,2.496E+11
Oman,OMN,1995,4.41675E+11
Oman,OMN,1996,6.01575E+11
Oman,OMN,1997,5.2845E+11
Oman,OMN,1998,5.538E+11
Oman,OMN,1999,7.82275E+11
Oman,OMN,2000,8.09608E+11
Oman,OMN,2001,8.91605E+11
Oman,OMN,2002,8.91605E+11
Oman,OMN,2003,9.33075E+11
Oman,OMN,2004,9.37788E+11
Oman,OMN,2005,9.37788E+11
Oman,OMN,2006,9.2365E+11
Oman,OMN,2007,9.2365E+11
Oman,OMN,2008,9.2625E+11
Oman,OMN,2009,4.98806E+11
Oman,OMN,2010,4.90266E+11
Oman,OMN,2011,4.85194E+11
Oman,OMN,2012,4.75591E+11
Oman,OMN,2013,6.64814E+11
Oman,OMN,2014,6.64463E+11
Oman,OMN,2015,6.64463E+11
Oman,OMN,2016,6.64463E+11
Oman,OMN,2017,6.64463E+11
Oman,OMN,2018,6.66348E+11
Oman,OMN,2019,6.66348E+11
Oman,OMN,2020,6.66348E+11
Pakistan,PAK,1980,2.91292E+11
Pakistan,PAK,1981,3.1637E+11
Pakistan,PAK,1982,3.57652E+11
Pakistan,PAK,1983,3.04796E+11
Pakistan,PAK,1984,3.04024E+11
Pakistan,PAK,1985,2.97079E+11
Pakistan,PAK,1986,3.60739E+11
Pakistan,PAK,1987,4.32115E+11
Pakistan,PAK,1988,3.41873E+11
Pakistan,PAK,1989,3.47235E+11
Pakistan,PAK,1990,3.75188E+11
Pakistan,PAK,1991,4.35973E+11
Pakistan,PAK,1992,4.75742E+11
Pakistan,PAK,1993,4.49685E+11
Pakistan,PAK,1994,4.50403E+11
Pakistan,PAK,1995,4.08102E+11
Pakistan,PAK,1996,3.93427E+11
Pakistan,PAK,1997,3.64276E+11
Pakistan,PAK,1998,4.04117E+11
Pakistan,PAK,1999,4.01452E+11
Pakistan,PAK,2000,5.00784E+11
Pakistan,PAK,2001,5.16238E+11
Pakistan,PAK,2002,5.48214E+11
Pakistan,PAK,2003,5.43365E+11
Pakistan,PAK,2004,5.80587E+11
Pakistan,PAK,2005,6.76828E+11
Pakistan,PAK,2006,6.76711E+11
Pakistan,PAK,2007,6.68984E+11
Pakistan,PAK,2008,6.09119E+11
Pakistan,PAK,2009,5.81449E+11
Pakistan,PAK,2010,5.51085E+11
Pakistan,PAK,2011,5.46197E+11
Pakistan,PAK,2012,5.3947E+11
Pakistan,PAK,2013,4.85176E+11
Pakistan,PAK,2014,4.54839E+11
Pakistan,PAK,2015,3.79647E+11
Pakistan,PAK,2016,3.64963E+11
Pakistan,PAK,2017,3.79843E+11
Pakistan,PAK,2018,3.65827E+11
Pakistan,PAK,2019,3.94643E+11
Pakistan,PAK,2020,3.84786E+11
Papua New Guinea,PNG,1980,0
Papua New Guinea,PNG,1981,0
Papua New Guinea,PNG,1982,0
Papua New Guinea,PNG,1983,0
Papua New Guinea,PNG,1984,0
Papua New Guinea,PNG,1985,108988000
Papua New Guinea,PNG,1986,299717000
Papua New Guinea,PNG,1987,585810000
Papua New Guinea,PNG,1988,871904000
Papua New Guinea,PNG,1989,1539455000
Papua New Guinea,PNG,1990,1641631000
Papua New Guinea,PNG,1991,2751946000
Papua New Guinea,PNG,1992,2969922000
Papua New Guinea,PNG,1993,3732838000
Papua New Guinea,PNG,1994,2915428000
Papua New Guinea,PNG,1995,2915428000
Papua New Guinea,PNG,1996,2915428000
Papua New Guinea,PNG,1997,2915428000
Papua New Guinea,PNG,1998,2915428000
Papua New Guinea,PNG,1999,2915428000
Papua New Guinea,PNG,2000,2915428000
Papua New Guinea,PNG,2001,2916282000
Papua New Guinea,PNG,2002,2760928000
Papua New Guinea,PNG,2003,2624653000
Papua New Guinea,PNG,2004,2480202000
Papua New Guinea,PNG,2005,2333025000
Papua New Guinea,PNG,2006,2194025000
Papua New Guinea,PNG,2007,2063201000
Papua New Guinea,PNG,2008,1921475000
Papua New Guinea,PNG,2009,1.49593E+11
Papua New Guinea,PNG,2010,1.4944E+11
Papua New Guinea,PNG,2011,1.4929E+11
Papua New Guinea,PNG,2012,1.49146E+11
Papua New Guinea,PNG,2013,1.48996E+11
Papua New Guinea,PNG,2014,1.4561E+11
Papua New Guinea,PNG,2015,1.3596E+11
Papua New Guinea,PNG,2016,2.02484E+11
Papua New Guinea,PNG,2017,1.92085E+11
Papua New Guinea,PNG,2018,1.82247E+11
Papua New Guinea,PNG,2019,1.76019E+11
Papua New Guinea,PNG,2020,1.63144E+11
Peru,PER,1980,31200000000
Peru,PER,1981,31200000000
Peru,PER,1982,26325000000
Peru,PER,1983,25350000000
Peru,PER,1984,24375000000
Peru,PER,1985,26325000000
Peru,PER,1986,53625000000
Peru,PER,1987,3.315E+11
Peru,PER,1988,3.315E+11
Peru,PER,1989,3.315E+11
Peru,PER,1990,3.30525E+11
Peru,PER,1991,3.34425E+11
Peru,PER,1992,3.1785E+11
Peru,PER,1993,3.237E+11
Peru,PER,1994,3.315E+11
Peru,PER,1995,1.95975E+11
Peru,PER,1996,1.95975E+11
Peru,PER,1997,1.9305E+11
Peru,PER,1998,2.40825E+11
Peru,PER,1999,2.40825E+11
Peru,PER,2000,2.40825E+11
Peru,PER,2001,2.40825E+11
Peru,PER,2002,2.40825E+11
Peru,PER,2003,2.40825E+11
Peru,PER,2004,3.16875E+11
Peru,PER,2005,3.21475E+11
Peru,PER,2006,3.19146E+11
Peru,PER,2007,3.22154E+11
Peru,PER,2008,3.27114E+11
Peru,PER,2009,3.27114E+11
Peru,PER,2010,3.39651E+11
Peru,PER,2011,3.46138E+11
Peru,PER,2012,4.19072E+11
Peru,PER,2013,4.10106E+11
Peru,PER,2014,3.98631E+11
Peru,PER,2015,3.8375E+11
Peru,PER,2016,4.38532E+11
Peru,PER,2017,3.50908E+11
Peru,PER,2018,2.89012E+11
Peru,PER,2019,2.75597E+11
Peru,PER,2020,2.61442E+11
Poland,POL,1980,76700000000
Poland,POL,1981,73750000000
Poland,POL,1982,71537500000
Poland,POL,1983,69325000000
Poland,POL,1984,67112500000
Poland,POL,1985,70800000000
Poland,POL,1986,1.21688E+11
Poland,POL,1987,1.20213E+11
Poland,POL,1988,1.26112E+11
Poland,POL,1989,1.2095E+11
Poland,POL,1990,1.17263E+11
Poland,POL,1991,1.12838E+11
Poland,POL,1992,1.16525E+11
Poland,POL,1993,1.14313E+11
Poland,POL,1994,1.14313E+11
Poland,POL,1995,1.12838E+11
Poland,POL,1996,1.09888E+11
Poland,POL,1997,1.14313E+11
Poland,POL,1998,1.03988E+11
Poland,POL,1999,1.07675E+11
Poland,POL,2000,87762500000
Poland,POL,2001,84812500000
Poland,POL,2002,85550000000
Poland,POL,2003,81125000000
Poland,POL,2004,80387500000
Poland,POL,2005,78175000000
Poland,POL,2006,83337500000
Poland,POL,2007,77041070000
Poland,POL,2008,77663170000
Poland,POL,2009,81450485000
Poland,POL,2010,80503630000
Poland,POL,2011,78808500000
Poland,POL,2012,75903620000
Poland,POL,2013,72474845000
Poland,POL,2014,69704935000
Poland,POL,2015,66877864000
Poland,POL,2016,65391680000
Poland,POL,2017,63697845000
Poland,POL,2018,72251530000
Poland,POL,2019,72260090000
Poland,POL,2020,72260090000
Qatar,QAT,1980,2.898E+12
Qatar,QAT,1981,2.92905E+12
Qatar,QAT,1982,3.25508E+12
Qatar,QAT,1983,3.519E+12
Qatar,QAT,1984,4.4298E+12
Qatar,QAT,1985,4.5954E+12
Qatar,QAT,1986,4.5954E+12
Qatar,QAT,1987,4.5954E+12
Qatar,QAT,1988,4.78274E+12
Qatar,QAT,1989,4.7817E+12
Qatar,QAT,1990,4.77653E+12
Qatar,QAT,1991,6.65298E+12
Qatar,QAT,1992,6.94796E+12
Qatar,QAT,1993,7.31745E+12
Qatar,QAT,1994,7.31745E+12
Qatar,QAT,1995,8.7975E+12
Qatar,QAT,1996,8.7975E+12
Qatar,QAT,1997,8.7975E+12
Qatar,QAT,1998,1.12815E+13
Qatar,QAT,1999,1.15475E+13
Qatar,QAT,2000,1.49485E+13
Qatar,QAT,2001,2.66854E+13
Qatar,QAT,2002,2.66854E+13
Qatar,QAT,2003,2.623E+13
Qatar,QAT,2004,2.62486E+13
Qatar,QAT,2005,2.49951E+13
Qatar,QAT,2006,2.64368E+13
Qatar,QAT,2007,2.63562E+13
Qatar,QAT,2008,2.62529E+13
Qatar,QAT,2009,2.62078E+13
Qatar,QAT,2010,2.59237E+13
Qatar,QAT,2011,2.59237E+13
Qatar,QAT,2012,2.57587E+13
Qatar,QAT,2013,2.55419E+13
Qatar,QAT,2014,2.53865E+13
Qatar,QAT,2015,2.51495E+13
Qatar,QAT,2016,2.4915E+13
Qatar,QAT,2017,2.46961E+13
Qatar,QAT,2018,2.4681E+13
Qatar,QAT,2019,2.46655E+13
Qatar,QAT,2020,2.46655E+13
Romania,ROU,1980,2.925E+11
Romania,ROU,1981,2.73E+11
Romania,ROU,1982,2.48625E+11
Romania,ROU,1983,2.2425E+11
Romania,ROU,1984,2.0475E+11
Romania,ROU,1985,2.6325E+11
Romania,ROU,1986,2.29125E+11
Romania,ROU,1987,1.9305E+11
Romania,ROU,1988,1.60875E+11
Romania,ROU,1989,1.29675E+11
Romania,ROU,1990,3.79275E+11
Romania,ROU,1991,3.549E+11
Romania,ROU,1992,3.32475E+11
Romania,ROU,1993,3.12E+11
Romania,ROU,1994,2.925E+11
Romania,ROU,1995,2.73E+11
Romania,ROU,1996,2.5545E+11
Romania,ROU,1997,2.3985E+11
Romania,ROU,1998,2.25225E+11
Romania,ROU,1999,2.106E+11
Romania,ROU,2000,1.9695E+11
Romania,ROU,2001,1.84275E+11
Romania,ROU,2002,1.7355E+11
Romania,ROU,2003,1.60875E+11
Romania,ROU,2004,1.482E+11
Romania,ROU,2005,1.39425E+11
Romania,ROU,2006,1.2675E+11
Romania,ROU,2007,1.17E+11
Romania,ROU,2008,1.10175E+11
Romania,ROU,2009,1.092E+11
Romania,ROU,2010,1.0725E+11
Romania,ROU,2011,1.08713E+11
Romania,ROU,2012,1.16123E+11
Romania,ROU,2013,1.10175E+11
Romania,ROU,2014,1.06275E+11
Romania,ROU,2015,1.00425E+11
Romania,ROU,2016,96924750000
Romania,ROU,2017,89592750000
Romania,ROU,2018,84825000000
Romania,ROU,2019,78867750000
Romania,ROU,2020,78867750000
