Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Iraq,IRQ,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,275700000,321900000,347900000,425400000,782800000,843000000,1157100000,1074400000,1384100000,1646300000,2451200000,3446200000,4468200000,5475300000,4989100000,4431800000,5252800000,5673800000,6260000000,5990100000,6142000000,7033300000,8691400000,15771800000,42734600000,156117700000,158755300000,1286556000000,3020604000000,3880198000000,5944657000000,6488987000000,7919968000000,3631595000000,13608947000000,14683390000000,14984454000000,20871484000000,26139166000000,27517759700000,30660743700000,42754848300000,42158634300000,47755742697800,47946900100000,36339342100000,36212829900000,36143151800000,42702945300000,53340959300000,48543054100000,61582680109820
Iraq,IRQ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,23.5258981141736,23.5582552693208,25.403431909456,27.3533950617284,23.0174365609103,21.2112824899982,22.0694259012016,18.3401044689495,19.7249536839105,14.7422809656852,15.5427469928412,30.3712908371449,35.1420009909789,43.3824578084146,34.287226219684,29.5221092740378,35.8503958503958,32.2375,32.2145716902873,29.3518686391054,10.9822713740356,16.567808987176,7.55062184862269,4.90345157997792,2.57697251046809,2.33168693478405,2.44204185970716,8.5241086946497,17.6376906310768,11.2586948160528,11.8387153542534,15.7062925636026,19.3061990012931,12.2747953387323,25.5637368326777,19.9682733873438,15.6760901845344,18.7262407974136,16.6463870606304,21.063292705435,18.9188448476728,19.6730397838995,16.5831656707271,17.4553799427346,18.0026366207318,18.6660985734816,18.3892282517436,16.3052516699702,15.8794898494183,19.3153864358706,22.0882374811219,20.4295300331275
Iraq,IRQ,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2194032546991,-2.9353906835312,8.8014384112337,32.0512301121435,-7.01500829589227,10.6213904995763,1.1908348956963,-25.9582124732279,-0.443868190421028,-0.383798338969441,17.6980954035684,25.1507287964742,-9.51432111225998,5.61500000010793
Ireland,IRL,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,9453623446.28946,10270017454.8789,11043937090.9895,11789172490.3387,12681137640.9344,13784372907.6242,14143476740.291,14437488780.2035,15579888742.4195,16292578800.1481,17448217470.175,17506137371.6043,18074303389.7129,18008109850.6582,17882892444.848,18208346970.568,18686047745.6266,17780238093.1816,16894750278.8414,16679863150.7238,17583943072.5723,18055510460.3715,18591803501.6711,18607141407.8711,19373555189.2766,20122906881.45,20833025088.298,22237427643.532,23942747846.9098,25322764418.3207,27452925983.6219,30212060421.0023,32248060955.8148,33214940416.7855,33777400210.0976,35262655188.6973,36966544120.4461,39399804636.234,39716076833.2711,38588570972.0988,36817514348.9773,36199732023.9129,35334921091.8023,34534102425.1715,35513466125.1875,36488638085.5027,38116959203.784,39761361601.9019,41962812698.9644,44676308433.1019,49348098857.2441,52340695887.557
Ireland,IRL,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,8520517000,9256330000,9953861000,10625539000,11429464000,12423806000,12747465000,13012457000,14042098000,14684443000,15726016000,15778219000,16290305000,16230645000,16117787000,16411118000,16841668000,16025265000,15227178000,15033501000,15848345000,16273367000,16756726000,16770550000,17461316000,18136704000,18776731000,20042514000,21579513000,22823317000,24743224000,27230022000,29065062000,29936507000,30443450000,31782105000,33317814000,35510903000,35795958000,34779741000,33183494000,32626689000,31847238000,31125463000,32008160000,32887079000,34354679000,35836773000,37820933000,40266597000,44477265000,47174482000
Ireland,IRL,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,716325836.325836,864699118.436182,1077555074.7443,1302880571.09782,1508944945.68219,1962515679.44251,1897345032.55024,2134752026.37725,2787689519.78254,3684766279.81947,4808310406.2146,4576095829.6362,4724379610.99933,4466665361.65215,4181219054.12327,4390852002.99825,5995139889.78381,6682351357.6779,6782460707.85843,6543063958.03103,8461023837.4365,9037851438.71213,10372314082.8085,9615111059.42551,10371545347.4676,11904449494.9495,12575623739.9194,13355521728.7488,14024160592.1274,14860002711.5556,14776534511.5091,16839201848.7693,20326188020.18,26439341444.3352,31422269907.4908,34021315579.0194,37675337582.1741,45500254635.8119,51377633112.3484,47384686578.3937,41421359694.5334,45637455040.1363,41015941738.6676,40840697512.786,42496823063.5642,36488638085.5027,38180914925.9289,41453392073.5989,46342509063.2862,47983307135.8195,54919170397.1752,61789810948.375
Ireland,IRL,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,379008000,451200000,547829000,675283000,819508000,1126484000,1340664000,1553886000,1846008000,2286029000,2971055000,3610082000,4226430000,4563592000,4897880000,5272096000,5657014000,5709401000,5653181000,5861931000,6495528000,7129961000,7740858000,8268034000,8805442000,9428324000,9980015000,11186585000,12505344000,13942889000,15998629000,18801526000,21496143000,23373645000,25261043000,27346340000,30005872000,33200280000,34932818000,33972816000,31244504000,32786582000,31924271000,30750804000,31988557000,32887079000,34493457000,36694771000,39241570000,42862349000,48082085000,52242923000
Ireland,IRL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,16.2949644463419,16.9607035684764,17.0551557827242,17.4154582395012,19.1081623350203,20.6933291401115,20.0697482524015,18.9783732044794,19.0312006212846,20.1140839475193,22.1093540705462,22.138624749206,21.9996924728834,21.5094630067083,20.7952064388767,20.643390936299,20.8783885777007,19.7000271654266,17.9558926808782,16.6751579550315,17.1603596265385,18.152851922838,18.5489721857361,18.3433303111039,18.1645728775386,17.2179345251553,16.5925495108963,16.1188292416928,15.5479515599581,15.0261987411711,14.7459204426839,15.3998306188885,15.8062322641555,16.0558800096065,16.1660379632399,16.0571073028133,16.2267367718476,16.8469994194329,18.6524250310558,20.0406285492001,18.6655378471847,19.0949192249052,18.1785126633927,17.135415862159,16.3972199291933,12.5057380730313,12.7656461232875,12.3234734944561,12.0140270216253,12.0162032115118,12.8962959053593,12.2554428786203
Ireland,IRL,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,8.63577879135737,7.53571879999957,6.74791420133354,7.56596912401338,8.69981304460121,2.60515175462335,2.0787819382128,7.91273316023253,4.57442328062373,7.09303716865529,0.331953115143719,3.24552473254427,-0.366230098208717,-0.695338971433358,1.81992105988246,2.62352631916973,-4.84751866620337,-4.98017973493729,-1.27191656917651,5.4201878857094,2.68180683850585,2.97024580100724,0.0824982159402623,4.11892275447138,3.86791007046664,3.52890470065563,6.74123200678542,7.66869365789142,5.76381867375784,8.41204194815329,10.0504202685955,6.7390323812445,2.99825611932292,1.6933939554137,4.39718560150048,4.83199272043183,6.58233160194723,0.802725292567203,-2.83891549990085,-4.58958851936247,-1.67795772199275,-2.3889981603711,-2.26636608173054,2.83593211127493,2.74592166497543,4.46254287284074,4.31409648741005,5.53665922989215,6.46642958279216,10.4569750455942,6.06426002138396
Isle of Man,IMN,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,24831712019.2102,25472721238.3689,25282062175.7215,35551359204.1508,36596697311.4361,40311263582.1792,37107614253.2482,32894406843.6174,35446933836.4564,33056657175.9359,35589315295.2275,37895090004.7168,35433547618.0267,33806508726.0409,35780282063.3764,37084158655.2893,33477214699.1982,39558262681.7032,38551603876.3347,35016623901.205,37679305604.3909,39403955061.9614,40037595300.3731,41717289395.8235,41579197804.5539,41112083358.3466,42620440547.1464,43697441962.1801,44691497705.9303,45483180738.3903,46274424338.579,47835427211.5261,49878110115.3467,48958093306.462,48441653874.1907,49420049311.7791,50438561982.7624,52210403070.1943,53126314480.5112,55284746365.9363,56625694524.2486,58300580592.599,60260179666.3951,62450552978.0027,64424346383.0883,66459105612.9669,69462095707.7313,71844346811.8863,74687428840.9588,76897653788.4311,79035708674.5852,82343534839.844
Israel,ISR,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,96516726000,99008222000,98267162000,138182208000,142245263000,156683163000,144231112000,127855077000,137776324000,128485717000,138329737000,147291899000,137724294000,131400265000,139071993000,144139944000,130120354000,153756374000,149843659000,136103781000,146453181000,153156606000,155619460000,162148151000,161611412000,159795816000,165658549000,169844674000,173708403000,176785543000,179860975000,185928333000,193867901000,190291949000,188284635000,192087495000,196046284000,202933135000,206493130000,214882595000,220094637000,226604640000,234221275000,242734891000,250406697000,258315467000,269987589000,279247002000,290297588000,298888364000,307198627000,320055596000
Israel,ISR,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,2623333333.33333,2345000000,2780000000,4752500000,6477500000,6601666666.66667,5996250000,6268000000,6334705882.35294,7532400000,9130588235.29412,10020175438.5965,9781893004.11523,10051174377.2242,10266920190.9959,9118868436.67826,9554485145.85294,12555864166.5621,14466914128.4633,13643777916.9276,16468768971.3322,18383981396.1652,19549905249.8882,19692485777.8877,22175115074.2254,27041422309.3016,29570579001.7859,30250639241.6072,29938603984.1057,29561107326.6179,31618267235.6707,32712290462.9431,31718472497.7838,32484603104.8945,33044793842.0348,34013994696.6152,35833312087.6161,40372709038.2415,48301587235.2285,46980707219.6933,52477768907.254,58380717722.2092,58008075404.1172,65822886235.8092,69064786992.4607,66459105612.9669,70637844762.4916,79068397249.2074,84199452930.4753,88796747007.9696,96280216584.1667,107962426198.316
Israel,ISR,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,787000,938000,1112000,1901000,2591000,3961000,4797000,6268000,10769000,18831000,46566000,114230000,237700000,564876000,3010261000,10750234000,14215163000,20021581000,23131149000,26146936000,33204332000,41898932000,48075172000,55731704000,66771489000,81429835000,94380417000,104346555000,113769689000,122374116000,128917161000,137578080000,150275779000,147938131000,148106766000,152644604000,159666072000,165855126000,173306095000,184742235000,196213066000,208893757000,223674604000,237670535000,247108628000,258315467000,271289352000,284611088000,302323030000,316518433000,331435581000,348740048000
Israel,ISR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.780017597185,25.824511329238,25.4507803974218,24.937055517196,24.4462365532542,23.242612467172,24.2968698471579,25.3624776301871,24.740764593974,23.6079521154924,23.1255579219131,22.583480743899,21.9354760345362,21.9023960128314,22.1638430651319,22.0158029681928,21.8824963178667,22.1166528021433,22.1080415035402,21.9720591018292,21.9037503135544,21.9302182007358,22.0710136651661,22.3523618120374,22.0629198918151,23.297301906825,22.099602797241
Israel,ISR,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,2.58141371268643,-0.74848329262997,40.6189058355018,2.94036045508841,10.150004081331,-7.94728084471974,-11.354023950117,7.75975990378544,-6.74325365220224,7.66156754995578,6.47883975952328,-6.49567631686247,-4.59180353467632,5.83844180222923,3.6441204952028,-9.72637397444805,18.1647369327016,-2.54474978708849,-9.16947576673898,7.60405032392157,4.57717951513801,1.60806253437087,4.19529215690635,-0.331017650642224,-1.12343304073106,3.66889017920219,2.5269598371286,2.27486026438486,1.77143992279983,1.73963998854816,3.37335989644222,4.27023029351852,-1.84453020925831,-1.05486018223505,2.01973995382045,2.06093009854702,3.51286995064901,1.75426994709366,4.06283008059395,2.42553009004753,2.95781991271326,3.36119992953365,3.63486024059941,3.16056994047882,3.15837000158186,4.51855327733821,3.42956986811716,3.95728008567842,2.95929982029337,2.780390273072,4.18522996849202
Italy,ITA,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,169958392187.704,177808895991.51,187404581468.315,193437608848.682,199602679358.161,207178583159.589,216152032726.587,223666641488.372,233101710550.591,238730170698.085,244997989867.826,253227952627.791,260675833065.308,270243731901.28,274544111775.773,282353307305.148,289300254877.189,303030858571.108,314952924077.434,316581115382.707,324010971783.316,330169236540.725,333319611851.649,328166954102.658,322456638532.146,312193294797.305,313450594804.961,313794987606.211,319403464317.031,323030351005.195,333939303648.398,352318384681.601,357048127183.047,362048923683.672,364351939590.742,366408754587.383,364683462042.461,366538234741.719,371392020784.336,371075365805.351,373623805963.828,366015432267.656,359284572316.68,355172495641.445,352943817098.047,350987745871.875,353324712873.398,353140311830.976,353400936408.984,351295635699.023,351366533572.734,356752885802.851
Italy,ITA,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,153182891000,160258522000,168907079000,174344625000,179901181000,186729316000,194817054000,201589944000,210093738000,215166649000,220815812000,228233448000,234946196000,243569709000,247445626000,254484026000,260745285000,273120629000,283865944000,285333427000,292029930000,297580352000,300419774000,295775702000,290629015000,281378700000,282511900000,282822300000,287877200000,291146100000,300978300000,317543300000,321806200000,326313400000,328389100000,330242900000,328687900000,330359600000,334734300000,334448900000,336745800000,329888400000,323821900000,320115700000,318107000000,316344000000,318450300000,318284100000,318519000000,316621500000,316685400000,321540100000
Italy,ITA,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,17048370508.0545,20490252808.9888,24718545816.7331,28668067087.3464,30974796070.259,36352689798.3393,34573254245.1733,40399455782.3129,51241900524.7547,64337995805.1736,78984628080.4884,76956172713.3367,76658460987.8311,81248207547.1698,79410936742.3408,82680266707.2305,115128160800.104,150717393187.93,170312865218.685,175622537397.686,231555578539.108,245398546901.826,257832974076.984,206414547803.618,205465022814.601,204799714727.208,231203413226.252,219599818099.136,222620720419.315,219769498210.811,203374865231.373,214914365803.544,236789626763.53,299360466623.921,346122039106.179,364479883007.004,379846267291.764,421101305197.648,471131511571.094,454915260806.64,439032285633.334,454776836322.958,413385894330.469,424255354565.099,422435350895.293,350987745871.875,357142289357.978,369408004068.236,394974959621.961,374477657223.529,392435739112.842,417173796689.916
Italy,ITA,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,5503214000,6565077000,7445226000,8631955000,10404434000,12258127000,14863042000,18410032000,22459325000,27607434000,34934901000,45180969000,53545935000,63731094000,72057484000,81531011000,88637171000,100890223000,114484308000,124446130000,143286592000,157226849000,164110688000,167753103000,171111271000,172298000000,184246000000,193160000000,199624000000,206206000000,220195000000,239959000000,250419000000,264649000000,278255000000,292969000000,302522000000,307266000000,320333000000,326155000000,331166000000,326718000000,321754000000,319441000000,317979000000,316344000000,322650000000,327002000000,334454000000,334512000000,343580000000,352718000000
Italy,ITA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,15.0344574288149,16.4352803275181,17.0167554985193,16.3358204207071,15.5211962601743,15.9654598967966,15.3852229279689,15.6832429993737,16.2642586382193,16.3428316643764,16.5497132909786,17.8675791164418,17.9413453598817,18.3386990396286,18.1350009915581,18.2832968967719,17.9779222810668,18.7060863125579,19.1017445318196,18.9113653500371,19.6030424787827,19.6914281721995,19.5304094060409,19.3824106828705,18.6919490037956,17.4347771884492,17.6164843006228,17.6828588960773,17.5284656244103,17.5472142055117,17.7360219132641,18.3998335143982,18.5459988451104,18.9754277141381,19.1593582401662,19.6144935781847,19.483774834693,19.0276459621567,19.5599387775315,20.6786355974322,20.5529841689778,19.8160333992457,19.8080633298544,19.807207720124,19.5390135071429,19.1103418904102,19.0265663112839,18.8300907386003,18.8808660673035,18.6186669234411,20.689845379567,19.7928184298267
Italy,ITA,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,4.61907394083585,5.39662845511579,3.21925287690281,3.18711058628851,3.79549203737579,4.3312631209981,3.47653855806689,4.21836220163839,2.41459409894453,2.62548263230144,3.35919603438543,2.94117626440101,3.67042035445427,1.59129680612295,2.84442287939251,2.46037407471698,4.74614296477117,3.93427440444273,0.516963387478427,2.34690448658861,1.9006346370045,0.954169850568618,-1.5458609592057,-1.74006416524371,-3.1828601146379,0.402731265728363,0.109871477980221,1.78730602219133,1.13551889486212,3.37706738987747,5.50371903888087,1.34246258699207,1.40059451931008,0.636106270842703,0.564513255768844,-0.470865535640584,0.508597973944262,1.32422366415264,-0.0852616537952713,0.686771581548044,-2.03637283672134,-1.83895523455811,-1.14451802055389,-0.627491872469861,-0.554216034227466,0.665825809877859,-0.0521902475833684,0.0738019901088478,-0.595725843670238,0.0201818259341309,1.53297247047068
Jamaica,JAM,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2165895828.94353,2194150429.47734,2051169009.10158,2054947240.56831,2025049930.70113,2028647464.1412,1972006846.3269,1963267632.67342,1960343610.06003,1986216282.06047,2000294301.04738,1995596152.35397,2030651569.5279,2269184899.01526,2317263707.57053
Jamaica,JAM,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131849000000,133569000000,124865000000,125095000000,123275000000,123494000000,120046000000,119514000000,119336000000,120911000000,121768000000,121482000000,123616000000,138136726500,141063526000
Jamaica,JAM,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,50070978.5804284,54622847.5430491,61450790.9841803,67140697.1860563,72830603.3879322,79658406.8318634,87638247.2350553,101077050.538525,102484099.363975,123124924.997,164766590.663627,191042267.050913,256807817.589577,310505319.148936,424705752.942471,524804751.95248,618303816.96183,673633263.667363,530602136.84285,467475067.996374,542382395.868418,614685135.286853,723026832.828113,727771503.985095,390965811.098712,312740618.141259,392584632.516704,455173437.585434,549812356.520789,569247641.263099,598649805.122494,476382282.785431,330444227.645109,571975982.620267,507738946.197625,657701161.8543,881340316.1672,1132172463.95232,1289740082.07934,1205373493.66732,1256906366.53585,1310888049.69095,1431430583.75451,1340592197.21203,1311073055.63,1597894692.89844,1657081493.49217,1905547157.04949,2221748799.41503,2004560033.03976,2131161829.48549,2282955054.80624,2410157544.017,2211002421.36539,2017929498.93856,1960343610.06003,1948263319.87689,1981854342.41528,2113896400.67819,2150157412.56795,2347314500.13623,2367939773.89762
Jamaica,JAM,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,35765700,39017100,43894300,47958600,52022900,56900000,62600000,73200000,85400000,102600000,137300000,159100000,197100000,280200000,386100000,477100000,562100000,612400000,749900000,825000000,966200000,1095000100,1288000000,1406200100,1541500000,1738400000,2150500100,2497400100,3017700100,3270100000,4300700200,5771800100,7587098600,14270000000,16799000000,23113000000,32715000000,40084000000,47140000000,47062000000,54029000000,60296000000,69304000000,77407000000,80234000000,99518000000,108943000000,131849000000,161646000000,176189000000,185829000000,196091000000,213901000000,221980000000,223858000000,229301000000,243718000000,253607000000,272421000000,286642000000,334264157300,357061875300
Jamaica,JAM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.16271081418992,7.30223818444856,7.90147969470046,8.1216247110524,8.11093177904821,8.19412442396313,7.99080929282614,8.80442626894395,9.45527015057573,10.3354487760653,11.7290288509336,12.406425452277,13.6960600375235,16.2916448630734,17.8816228232679,18.3471780628818,20.8463143764395,20.7291074274484,20.0647503594812,19.2770521298222,20.2426096247722,20.6335167423543,21.9529231834152,20.1081061587241,16.4716571346189,14.8908280619539,14.2521401703256,13.8477384055748,14.3617484207158,12.9228492738786,13.0361627903991,11.6015386086547,9.34656930784729,10.5141391962983,9.31192940250439,9.99922127814214,11.9198565900794,13.478189233992,14.6774936793992,13.5632395916791,13.957771985254,14.2569687626353,14.7281401748999,14.2159005344254,12.8856633063577,14.2112538484826,13.8898380286,14.8875605217517,16.2060225937496,16.538645304637,16.1200609656127,15.804842742254,16.277054102879,15.5003575179318,14.5182838879723,13.816001547289,13.8399387612324,13.3827785913115,13.4379511959792,13.5821416742441,16.9942243590004,16.1550450566211
Jamaica,JAM,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.30452259782024,-6.5164821178567,0.184198934849647,-1.45489428034693,0.17765159196918,-2.79203847960224,-0.443163454009294,-0.148936526264706,1.31980290943218,0.708785801126453,-0.234872873004406,1.7566388436147,11.7466399980585,2.11876998547523
Japan,JPN,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,224523297142.701,242575562809.28,254620185051.158,268383372226.946,267252737400.265,300904096738.177,313629544485.768,326721684614.492,343741100090.461,358186335087.557,369332561003.093,389366593961.734,405706103399.094,424374517533.791,437114510204.108,442602596016.242,456609896173.51,473169986509.838,491255967933.779,503548189640.649,521139309796.869,542061449371.202,556690011086.61,575830980555.424,597604876335.132,620462675258.83,634994577928.623,644996723785.541,653394494714.39,676479483702.567,702697217143.493,719444016405.538,733164644008.717,746848095055.891,754980673218.566,760971881755.31,762677046457.44,774024983641.765,773343413448.327,788575061516.716,803336632688.056,821207816232.852,835030059755.781,847366893329.858,855519298989.069,871995122465.117,886070166568.885,886828568311.402,895799684348.427,912915770733.463,933890783631.893,953493568540.867
Japan,JPN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,27177203746000,29362322655000,30820252219000,32486203801000,32349347210000,36422643214000,37962982638000,39547707984000,41607806548000,43356315944000,44705500000000,47130500000000,49108300000000,51368000000000,52910100000000,53574400000000,55269900000000,57274400000000,59463600000000,60951500000000,63080800000000,65613300000000,67384000000000,69700900000000,72336500000000,75103300000000,76862300000000,78073000000000,79089500000000,81883800000000,85057300000000,87084400000000,88745200000000,90401500000000,91385900000000,92111100000000,92317500000000,93691100000000,93608600000000,95452300000000,97239100000000,99402300000000,101075400000000,102568700000000,103555500000000,105549800000000,107253500000000,107345300000000,108431200000000,110503000000000,113041900000000,115414700000000
Japan,JPN,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,23628373430.5556,28552179317.3618,38762776221.4581,53580255773.1512,65343773878.9554,78229870948.0689,86320746528.8608,105939579062.232,146355132504.632,152881749840.285,162070963849.47,178964140969.403,167871181848.804,184627957275.368,192558599711.606,199724737335.025,295121404131.74,357643073200.242,421035382285.214,414699009309.648,424341039763.8,487392980453.088,547053208297.112,650976907816.521,737238253831.899,836255948356.149,745693795958.966,687431864710.487,642025189201.659,751806740247.29,822223253267.511,753718662803.662,743496985357.45,806130238455.666,867224312108.917,857290356765.035,809666094292.915,807607417189.298,920480458980.548,1022656810241.73,1105891299116.11,1239486203193.64,1251796339273.82,1034874929709.26,975783790301.09,871995122465.117,983585325457.22,957164068982.6,986186058487.334,1020901211652.27,1060038799513.23,1058287235862.73
Japan,JPN,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,8506214435000,10012612573000,11751807774000,14557846580000,19085772834000,23217647824000,25598633185000,28445836374000,30799222888000,33502506660000,36748100000000,39468000000000,41812800000000,43851300000000,45737000000000,47641500000000,49733800000000,51728600000000,53956400000000,57213700000000,61441400000000,65655100000000,69285000000000,72387200000000,75351500000000,78657900000000,81115900000000,83173000000000,84044500000000,85635900000000,88607300000000,91598600000000,93225600000000,93457500000000,93827600000000,94489000000000,94163600000000,95098600000000,95140400000000,95690100000000,97075000000000,98919700000000,99881400000000,100999300000000,103379200000000,105549800000000,107007100000000,107361400000000,108897800000000,111288100000000,113185200000000,116151600000000
